gene	DiffLevene	Adj.P.Value	trait	tissue	hgnc_symbol	chromosome_name
ENSG00000107371	-0.0510072778851136	0.0115058807897012	Ancestry	WholeBlood	EXOSC3	9
ENSG00000107371	-1.72220373872768	0.0200520767873157	Sex	Lung	EXOSC3	9
ENSG00000107372	5.83647956620203	0.0140055711217125	Sex	MuscleSkeletal	ZFAND5	9
ENSG00000107372	-2.25587383496336	0.0288932451987973	Age	Testis	ZFAND5	9
ENSG00000107443	-0.0810300414504199	0.0465636970171432	Ancestry	Prostate	CCNJ	10
ENSG00000107443	-0.073706730474176	0.00190161623412736	Ancestry	ColonTransverse	CCNJ	10
ENSG00000107443	-0.140604432450727	6.38583679240831e-09	Ancestry	WholeBlood	CCNJ	10
ENSG00000107485	2.23160899921463	0.0347836534185765	Sex	WholeBlood	GATA3	10
ENSG00000107518	9.19538024532889	0.00298917295965687	Sex	BreastMammaryTissue	ATRNL1	10
ENSG00000107518	-9.36226007228034	0.0145438333799171	Sex	ColonTransverse	ATRNL1	10
ENSG00000107521	-0.067422778878868	0.0413280533727334	Ancestry	WholeBlood	HPS1	10
ENSG00000107521	-2.13411643004038	0.0164958693817656	Sex	MuscleSkeletal	HPS1	10
ENSG00000107521	1.4466652723087	0.0336970130737588	Sex	WholeBlood	HPS1	10
ENSG00000107537	-1.76824840745294	0.0298980518831914	Sex	Lung	PHYH	10
ENSG00000107537	-0.118241741747294	0.0104531385014982	Ancestry	WholeBlood	PHYH	10
ENSG00000107537	-2.15188944858062	0.0128198732103128	Sex	BreastMammaryTissue	PHYH	10
ENSG00000107554	-2.59601101314002	0.0384954253844679	Sex	ColonTransverse	DNMBP	10
ENSG00000107554	-1.8325310222428	0.0167680385014298	Sex	WholeBlood	DNMBP	10
ENSG00000107560	1.08600769188511	0.0312662775519772	Sex	BreastMammaryTissue	RAB11FIP2	10
ENSG00000107560	-0.1946158194853	6.76828944894541e-12	Ancestry	WholeBlood	RAB11FIP2	10
ENSG00000107560	-1.84103970100631	0.0329634612469018	Age	Testis	RAB11FIP2	10
ENSG00000107560	1.94274246016762	0.0448966462538916	Age	Ovary	RAB11FIP2	10
ENSG00000107562	6.10544251218526	0.000169325699817554	Sex	WholeBlood	CXCL12	10
ENSG00000107566	-3.50917983263855	0.00577487629336382	Sex	ColonTransverse	ERLIN1	10
ENSG00000107566	-0.0769216951873652	0.0465636970171432	Ancestry	Prostate	ERLIN1	10
ENSG00000107566	-1.70172750227376	0.00561286437127679	Sex	Lung	ERLIN1	10
ENSG00000107581	-1.05407125174619	0.0310666573769502	Sex	WholeBlood	EIF3A	10
ENSG00000107611	-0.0843483673404374	0.0175766767733617	Ancestry	WholeBlood	CUBN	10
ENSG00000107614	-0.160384922332073	3.04134031428836e-10	Ancestry	WholeBlood	TRDMT1	10
ENSG00000107625	-1.71162596529956	0.0439567872545809	Sex	ColonTransverse	DDX50	10
ENSG00000107643	-0.0786275769450236	0.000340684814757107	Ancestry	WholeBlood	MAPK8	10
ENSG00000107643	-1.29842687317262	0.0125519305487676	Sex	BreastMammaryTissue	MAPK8	10
ENSG00000107651	-0.0556415268466408	5.92272189392005e-05	Ancestry	WholeBlood	SEC23IP	10
ENSG00000107669	-0.0937751165758779	3.73581711325745e-05	Ancestry	WholeBlood	ATE1	10
ENSG00000107669	-1.53586491459413	0.0324309564463276	Age	Testis	ATE1	10
ENSG00000107672	-0.0603731626323308	0.00203981779059088	Ancestry	WholeBlood	NSMCE4A	10
ENSG00000107679	-0.0984013275984935	0.00662952908491296	Ancestry	WholeBlood	PLEKHA1	10
ENSG00000107719	-0.0985470017071223	0.0439346507515964	Ancestry	WholeBlood	PALD1	10
ENSG00000107736	-0.136624976187638	0.0225816569615773	Ancestry	BreastMammaryTissue	CDH23	10
ENSG00000107738	-1.84021583589852	0.0311138940781265	Sex	Lung	VSIR	10
ENSG00000107738	-2.36142847501183	0.00610539573948022	Sex	BreastMammaryTissue	VSIR	10
ENSG00000107742	-0.101697907748852	0.0456794680652147	Ancestry	Lung	SPOCK2	10
ENSG00000107742	-7.93655251842576	4.6922868277951e-05	Sex	MuscleSkeletal	SPOCK2	10
ENSG00000107758	-1.43616503688819	0.00349651317365933	Age	Testis	PPP3CB	10
ENSG00000107771	-1.17772341547538	0.0487991596703874	Sex	Lung	CCSER2	10
ENSG00000107779	-3.59662018669782	0.00769800858312222	Sex	ColonTransverse	BMPR1A	10
ENSG00000107779	-0.0785332443138365	0.0341123520566643	Ancestry	WholeBlood	BMPR1A	10
ENSG00000107789	-2.98420372275997	0.00718273305051599	Sex	ColonTransverse	MINPP1	10
ENSG00000107789	-1.89533788923681	0.0209032796005823	Age	Testis	MINPP1	10
ENSG00000107798	-3.48480445827871	0.0057243001690293	Sex	BreastMammaryTissue	LIPA	10
ENSG00000107815	-0.121764075449292	0.0366164957263917	Ancestry	Prostate	TWNK	10
ENSG00000107815	-0.0722553190853395	0.0124619761855779	Ancestry	WholeBlood	TWNK	10
ENSG00000107815	-3.6815331403318	0.0143489566067727	Age	Prostate	TWNK	10
ENSG00000107819	-0.0490366128758818	0.0311381728620183	Ancestry	WholeBlood	SFXN3	10
ENSG00000107829	-2.3916395039825	0.0180843137604004	Sex	MuscleSkeletal	FBXW4	10
ENSG00000107829	-0.0864900825926203	0.000606538832604493	Ancestry	WholeBlood	FBXW4	10
ENSG00000107833	-4.67950751888953	5.85737099838966e-05	Sex	MuscleSkeletal	NPM3	10
ENSG00000107833	-3.05431298573629	0.00689741533624857	Sex	Lung	NPM3	10
ENSG00000107854	-0.0839173033726111	3.05972754246095e-05	Ancestry	WholeBlood	TNKS2	10
ENSG00000107862	-1.03311421475886	0.0417807207212617	Age	Testis	GBF1	10
ENSG00000107864	-0.171492300336343	3.32606864283157e-08	Ancestry	WholeBlood	CPEB3	10
ENSG00000107872	-1.48830681848064	0.00120898155634531	Sex	WholeBlood	FBXL15	10
ENSG00000107872	-0.0523130410832402	0.0375855954427756	Ancestry	ColonTransverse	FBXL15	10
ENSG00000107872	-1.91014610601422	0.0325814995385434	Age	Testis	FBXL15	10
ENSG00000107872	-4.94733223171915	5.78880980614337e-06	Sex	MuscleSkeletal	FBXL15	10
ENSG00000107874	-1.29158716099594	0.00271481164508008	Sex	WholeBlood	CUEDC2	10
ENSG00000107874	-2.57735693167495	0.000546493701504522	Sex	ColonTransverse	CUEDC2	10
ENSG00000107890	-0.209431121231329	1.26312886590639e-08	Ancestry	WholeBlood	ANKRD26	10
ENSG00000107890	-1.40470753654753	0.0270771843348669	Age	Testis	ANKRD26	10
ENSG00000107897	-3.39201064083632	0.000680954460027422	Sex	ColonTransverse	ACBD5	10
ENSG00000107897	-0.0775976757145048	9.20204834977484e-05	Ancestry	WholeBlood	ACBD5	10
ENSG00000107902	-0.0504748306808528	0.0297028367651905	Ancestry	Lung	LHPP	10
ENSG00000107902	-1.55241150300683	0.0325524134802493	Sex	Lung	LHPP	10
ENSG00000107902	1.76475287820549	0.0133222847237477	Sex	WholeBlood	LHPP	10
ENSG00000107902	-2.55220551867801	0.0105368475617361	Age	Prostate	LHPP	10
ENSG00000107929	-0.688089910911232	0.043532354178171	Age	Testis	LARP4B	10
ENSG00000107937	-2.60496091094944	0.0214863371057844	Age	Prostate	GTPBP4	10
ENSG00000107938	-0.124063641607154	2.83525563635816e-11	Ancestry	WholeBlood	EDRF1	10
ENSG00000107949	-1.44130193825118	0.0154797668489304	Sex	Lung	BCCIP	10
ENSG00000107951	-1.59774617261578	0.0182694985738365	Age	Prostate	MTPAP	10
ENSG00000107951	-0.0440421164488947	0.0225363159140343	Ancestry	ColonTransverse	MTPAP	10
ENSG00000107951	-0.0685435868591291	0.000327234837005007	Ancestry	WholeBlood	MTPAP	10
ENSG00000107954	-0.472021747533658	2.82952047758089e-10	Ancestry	ColonTransverse	NEURL1	10
ENSG00000107954	-4.96895359369985	0.0138166334812484	Sex	MuscleSkeletal	NEURL1	10
ENSG00000107957	2.0628015463756	0.017672560797099	Sex	ColonTransverse	SH3PXD2A	10
ENSG00000107957	-0.0766614108178295	0.00617819106117893	Ancestry	Lung	SH3PXD2A	10
ENSG00000107968	-0.0803863312956972	0.0229909313556427	Ancestry	WholeBlood	MAP3K8	10
ENSG00000108010	-2.35963267375247	0.00654386453999431	Sex	MuscleSkeletal	GLRX3	10
ENSG00000108021	-0.151015411890208	1.70422580697184e-10	Ancestry	WholeBlood	TASOR2	10
ENSG00000108021	-0.0825926791156151	0.0340609401212601	Ancestry	Prostate	TASOR2	10
ENSG00000108055	-0.0979842903957263	1.59577210718057e-05	Ancestry	WholeBlood	SMC3	10
ENSG00000108061	-0.0687815765857776	0.0320296631004506	Ancestry	WholeBlood	SHOC2	10
ENSG00000108061	-1.0142451139827	0.0367294348817178	Sex	Lung	SHOC2	10
ENSG00000108064	-0.154596349018368	6.5517420528106e-08	Ancestry	WholeBlood	TFAM	10
ENSG00000108094	-0.0941061774320104	1.11717750548125e-06	Ancestry	WholeBlood	CUL2	10
ENSG00000108094	-0.839562741420507	0.0218592993482633	Sex	BreastMammaryTissue	CUL2	10
ENSG00000108094	-1.86944341765786	0.00337649031128529	Sex	MuscleSkeletal	CUL2	10
ENSG00000108100	-0.0736184133764958	0.00682844724193066	Ancestry	WholeBlood	CCNY	10
ENSG00000108107	-0.0758588596709641	0.00646622844189093	Ancestry	WholeBlood	RPL28	19
ENSG00000108107	-2.24079974511978	0.0252410059582037	Sex	MuscleSkeletal	RPL28	19
ENSG00000108176	-0.252766227824728	0.0267565489594155	Ancestry	Prostate	DNAJC12	10
ENSG00000108179	-2.74918901847089	0.0226215058884531	Age	Prostate	PPIF	10
ENSG00000108179	-0.116356271968838	0.00145791606875629	Ancestry	ColonTransverse	PPIF	10
ENSG00000108179	-0.0965023785882666	0.040716911742476	Ancestry	Prostate	PPIF	10
ENSG00000108187	-2.24392221475885	0.0211312272369794	Sex	Lung	PBLD	10
ENSG00000108187	-0.127796712353213	5.05242759549195e-05	Ancestry	WholeBlood	PBLD	10
ENSG00000108187	-0.358934995613767	2.65183314781808e-07	Ancestry	ColonTransverse	PBLD	10
ENSG00000108219	-0.0650105508137833	0.0204218155545953	Ancestry	ColonTransverse	TSPAN14	10
ENSG00000108219	-2.02947106095985	0.0427009487636342	Sex	ColonTransverse	TSPAN14	10
ENSG00000108239	-0.113593784013512	0.00254077453738493	Ancestry	WholeBlood	TBC1D12	10
ENSG00000108242	-0.216647107884391	0.0114037322288961	Ancestry	Lung	CYP2C18	10
ENSG00000108242	-1.20714079324076	1.90569038440124e-23	Ancestry	ColonTransverse	CYP2C18	10
ENSG00000108242	14.4027763190699	0.00559336554023747	Sex	ColonTransverse	CYP2C18	10
ENSG00000108242	-6.51689788037964	0.0267947229654047	Sex	Lung	CYP2C18	10
ENSG00000108244	19.8517331145974	3.83033276131742e-08	Sex	BreastMammaryTissue	KRT23	17
ENSG00000108244	-0.333002719285906	0.0139631216395046	Ancestry	BreastMammaryTissue	KRT23	17
ENSG00000108256	-2.26695128695239	0.00051658319314248	Sex	ColonTransverse	NUFIP2	17
ENSG00000108256	-1.05998029760825	0.0435826297269939	Sex	WholeBlood	NUFIP2	17
ENSG00000108262	-0.04869275272645	0.0170944803299735	Ancestry	WholeBlood	GIT1	17
ENSG00000108298	-2.07510185660023	0.0138166334812484	Sex	MuscleSkeletal	RPL19	17
ENSG00000108298	-0.0594305574407872	0.0337938799581874	Ancestry	WholeBlood	RPL19	17
ENSG00000108342	-13.7639146764773	0.00385640583125186	Sex	BreastMammaryTissue	CSF3	17
ENSG00000108344	-0.75406553767384	0.0242693823091054	Sex	WholeBlood	PSMD3	17
ENSG00000108344	-0.0437150959645371	0.00539691574573241	Ancestry	WholeBlood	PSMD3	17
ENSG00000108352	-0.398433889589467	9.45543159289926e-06	Ancestry	ColonTransverse	RAPGEFL1	17
ENSG00000108375	-3.21782152994928	0.0357026511647011	Sex	Lung	RNF43	17
ENSG00000108375	-0.289332917687083	0.0014145943540295	Ancestry	BreastMammaryTissue	RNF43	17
ENSG00000108375	-0.0936129219454347	0.0496874952248086	Ancestry	Lung	RNF43	17
ENSG00000108375	-0.356416451790318	1.48951917282967e-05	Ancestry	ColonTransverse	RNF43	17
ENSG00000108375	0.51618106079982	0.0329069657143247	Age	BreastMammaryTissue	RNF43	17
ENSG00000108375	7.23083303295838	0.0377458501536478	Sex	ColonTransverse	RNF43	17
ENSG00000108375	14.2288965551827	2.49015221201767e-08	Sex	BreastMammaryTissue	RNF43	17
ENSG00000108384	-1.47886728968413	0.0427989023455205	Sex	Lung	RAD51C	17
ENSG00000108384	-0.0694389533139456	0.021656250038798	Ancestry	WholeBlood	RAD51C	17
ENSG00000108389	-0.0791303941149744	0.00710181821924502	Ancestry	ColonTransverse	MTMR4	17
ENSG00000108389	-0.134423232255345	0.00615137383478795	Ancestry	Ovary	MTMR4	17
ENSG00000108389	-1.80262468385057	0.00312997561735192	Sex	WholeBlood	MTMR4	17
ENSG00000108389	-2.18256542282851	0.00052140758885177	Sex	BreastMammaryTissue	MTMR4	17
ENSG00000108395	-0.0647365730937766	0.00199148828737016	Ancestry	WholeBlood	TRIM37	17
ENSG00000108405	-0.095557841459119	0.00999252029130003	Ancestry	WholeBlood	P2RX1	17
ENSG00000108423	-1.08399759228959	0.0447348552803916	Sex	WholeBlood	TUBD1	17
ENSG00000108423	-0.166731303815216	1.2517071612132e-12	Ancestry	WholeBlood	TUBD1	17
ENSG00000108433	-0.0573002091191902	0.0388933625263792	Ancestry	Prostate	GOSR2	17
ENSG00000108439	-0.0665980619480146	0.0111641652917243	Ancestry	WholeBlood	PNPO	17
ENSG00000108439	-0.0751531936110302	0.0383901365764919	Ancestry	ColonTransverse	PNPO	17
ENSG00000108443	-0.0761686391467277	8.11361919836032e-06	Ancestry	WholeBlood	RPS6KB1	17
ENSG00000108465	-3.5285412914098	2.41775142363944e-08	Sex	BreastMammaryTissue	CDK5RAP3	17
ENSG00000108465	-0.86887382462976	0.030623671803792	Sex	WholeBlood	CDK5RAP3	17
ENSG00000108469	-0.961138099477182	0.00741890748821371	Sex	WholeBlood	RECQL5	17
ENSG00000108469	-1.9582220074764	0.00452448910647476	Sex	BreastMammaryTissue	RECQL5	17
ENSG00000108469	-0.0519893773418043	0.00248935141811703	Ancestry	WholeBlood	RECQL5	17
ENSG00000108474	-3.92706908478358	0.000241526214256679	Sex	MuscleSkeletal	PIGL	17
ENSG00000108479	-2.72746463278873	0.0340584589420615	Sex	MuscleSkeletal	GALK1	17
ENSG00000108479	-2.16838483280147	0.00450662974257565	Sex	WholeBlood	GALK1	17
ENSG00000108506	-0.102755474420508	0.000145969946026222	Ancestry	WholeBlood	INTS2	17
ENSG00000108510	-0.0806510752923247	0.0470363776770432	Ancestry	Ovary	MED13	17
ENSG00000108511	-3.92548759636518	0.0330088947284921	Sex	ColonTransverse	HOXB6	17
ENSG00000108515	-2.5959236526488	0.0495582473562562	Sex	WholeBlood	ENO3	17
ENSG00000108515	-5.82070960376379	0.00102841934399267	Sex	MuscleSkeletal	ENO3	17
ENSG00000108515	-0.263145670383212	9.84901994515635e-06	Ancestry	WholeBlood	ENO3	17
ENSG00000108518	-3.34693935643339	0.0112705079973619	Sex	MuscleSkeletal	PFN1	17
ENSG00000108518	-0.0716804173942184	0.00118203999717504	Ancestry	WholeBlood	PFN1	17
ENSG00000108518	-1.10820376516836	0.0158680986121608	Sex	WholeBlood	PFN1	17
ENSG00000108523	-1.76238195915703	0.00277251998517287	Age	Testis	RNF167	17
ENSG00000108523	-1.03280670708472	0.0193184963446724	Sex	Lung	RNF167	17
ENSG00000108528	-2.29336481766101	0.000866327222756379	Sex	Lung	SLC25A11	17
ENSG00000108528	-0.0726442487327839	0.00413874275163361	Ancestry	ColonTransverse	SLC25A11	17
ENSG00000108528	-1.79818633839108	0.000148778329171552	Sex	WholeBlood	SLC25A11	17
ENSG00000108551	0.152768185566703	0.0263088492821232	Ancestry	BreastMammaryTissue	RASD1	17
ENSG00000108556	9.40699626866183	0.0355104072861181	Sex	MuscleSkeletal	CHRNE	17
ENSG00000108557	-2.01927411192984	0.019882560816725	Sex	BreastMammaryTissue	RAI1	17
ENSG00000108557	-2.28989339181318	0.0140754708080041	Age	Prostate	RAI1	17
ENSG00000108557	-0.063321380214864	0.0459072235771912	Ancestry	WholeBlood	RAI1	17
ENSG00000108559	-0.0669766461687257	0.0167794428040013	Ancestry	Prostate	NUP88	17
ENSG00000108561	-2.53450680460969	0.00277944663190271	Sex	Lung	C1QBP	17
ENSG00000108578	-0.905847086493257	0.0492122355102588	Sex	Lung	BLMH	17
ENSG00000108578	-0.0459716455444195	0.0297717027116921	Ancestry	WholeBlood	BLMH	17
ENSG00000108582	-0.0711711019422158	0.0224936205626712	Ancestry	BreastMammaryTissue	CPD	17
ENSG00000108582	-0.118917775068818	0.0167235641328631	Ancestry	Prostate	CPD	17
ENSG00000108587	-0.0515134373578429	0.00212212758096616	Ancestry	WholeBlood	GOSR1	17
ENSG00000108587	-1.55833141419605	0.0030415474282244	Sex	ColonTransverse	GOSR1	17
ENSG00000108588	-2.1906165096999	0.00432164999602592	Age	Testis	CCDC47	17
ENSG00000108588	-1.98264848874346	0.000553805339634663	Sex	BreastMammaryTissue	CCDC47	17
ENSG00000108590	0.361306733123581	0.000455097905830725	Age	WholeBlood	MED31	17
ENSG00000108590	-0.175288216499784	2.13724305299757e-07	Ancestry	WholeBlood	MED31	17
ENSG00000108590	-5.34620394612304	8.14627193403185e-14	Sex	WholeBlood	MED31	17
ENSG00000108591	-0.0386720052540748	0.0481434990786275	Ancestry	WholeBlood	DRG2	17
ENSG00000108591	-0.843536100507243	0.0417048700941641	Sex	WholeBlood	DRG2	17
ENSG00000108599	-1.03419778898871	0.0130146717083103	Age	Testis	AKAP10	17
ENSG00000108602	-0.234758935209677	0.0278340921721715	Ancestry	ColonTransverse	ALDH3A1	17
ENSG00000108602	-5.27890430779395	0.0395408566184223	Sex	BreastMammaryTissue	ALDH3A1	17
ENSG00000108604	-0.0751861464691134	0.0267677645614412	Ancestry	Prostate	SMARCD2	17
ENSG00000108604	-0.042567511788879	0.0304926003369411	Ancestry	WholeBlood	SMARCD2	17
ENSG00000108639	-0.0435837633045966	0.042089642564574	Ancestry	WholeBlood	SYNGR2	17
ENSG00000108641	-3.89685565650808	0.0142275648165866	Sex	MuscleSkeletal	B9D1	17
ENSG00000108641	-0.0884640204882598	0.00825293102026069	Ancestry	BreastMammaryTissue	B9D1	17
ENSG00000108641	-3.7144192666181	0.0200007232110968	Sex	Lung	B9D1	17
ENSG00000108651	-0.715283615673271	0.0419667972387914	Sex	WholeBlood	UTP6	17
ENSG00000108651	-0.980551932998026	0.0355370665139363	Age	Testis	UTP6	17
ENSG00000108651	-1.62094843823356	0.0046840718813931	Sex	Lung	UTP6	17
ENSG00000108654	-0.0771547135355111	0.0151404628223342	Ancestry	Prostate	DDX5	17
ENSG00000108654	-1.65943603218146	0.00142808688479651	Sex	Lung	DDX5	17
ENSG00000108666	-0.0491641481968594	0.0365406100120288	Ancestry	WholeBlood	C17orf75	17
ENSG00000108666	-1.94349286870923	0.013425722162777	Age	Prostate	C17orf75	17
ENSG00000108669	-2.27697690389821	0.0406040624169786	Sex	ColonTransverse	CYTH1	17
ENSG00000108669	-0.0643329789373773	0.0457051546463188	Ancestry	ColonTransverse	CYTH1	17
ENSG00000108669	2.90254451250911	0.0230895084789984	Age	Prostate	CYTH1	17
ENSG00000108691	-0.37231210157618	0.0274366078304937	Ancestry	Prostate	CCL2	17
ENSG00000108691	8.54756360593622	0.0288122344050349	Sex	MuscleSkeletal	CCL2	17
ENSG00000108691	-0.245861706678387	0.0315157560814441	Ancestry	WholeBlood	CCL2	17
ENSG00000108691	5.09695326213046	0.0342629123786715	Sex	WholeBlood	CCL2	17
ENSG00000108700	10.4854073074494	0.0231439838391581	Sex	ColonTransverse	CCL8	17
ENSG00000108733	-0.183913341640911	2.49308848575361e-09	Ancestry	WholeBlood	PEX12	17
ENSG00000108773	-1.78824769581724	0.0195775635653678	Sex	BreastMammaryTissue	KAT2A	17
ENSG00000108784	-0.055555754671214	0.00886155357421242	Ancestry	WholeBlood	NAGLU	17
ENSG00000108786	-0.163877502519757	8.96263202499458e-07	Ancestry	WholeBlood	HSD17B1	17
ENSG00000108786	-3.08134132452035	1.4871500641516e-06	Sex	WholeBlood	HSD17B1	17
ENSG00000108788	-0.0394472154750347	0.0437994625550283	Ancestry	Lung	MLX	17
ENSG00000108788	-1.41198973513734	0.0142774298453676	Sex	Lung	MLX	17
ENSG00000108788	-0.0835435904914891	0.00796376087081438	Ancestry	ColonTransverse	MLX	17
ENSG00000108788	-3.54669502835903	0.00150995418331369	Sex	ColonTransverse	MLX	17
ENSG00000108797	1.9626891517536	0.00157022442919762	Sex	WholeBlood	CNTNAP1	17
ENSG00000108797	-7.29171299812201	0.0198694485963576	Sex	ColonTransverse	CNTNAP1	17
ENSG00000108819	-0.0490445054285519	0.0157208703985456	Ancestry	WholeBlood	PPP1R9B	17
ENSG00000108821	2.62139308208455	0.0445972241551502	Sex	WholeBlood	COL1A1	17
ENSG00000108823	-0.396241685159359	2.5310856816633e-06	Ancestry	WholeBlood	SGCA	17
ENSG00000108823	-7.73146836507447	0.00282800932138411	Sex	ColonTransverse	SGCA	17
ENSG00000108826	-3.00053112627843	0.00029621676348859	Sex	Lung	MRPL27	17
ENSG00000108826	-1.43615438581036	0.0096170759213026	Sex	WholeBlood	MRPL27	17
ENSG00000108826	-0.0711668986740131	0.00651906383821931	Ancestry	ColonTransverse	MRPL27	17
ENSG00000108828	-0.0672046520354804	0.0277707048005346	Ancestry	WholeBlood	VAT1	17
ENSG00000108829	-0.234424759865535	0.0333239120458852	Age	ColonTransverse	LRRC59	17
ENSG00000108829	-1.96270016612557	0.04805666861206	Sex	BreastMammaryTissue	LRRC59	17
ENSG00000108830	-5.99315882515397	0.0207743263750462	Sex	ColonTransverse	RND2	17
ENSG00000108830	6.11063583889912	0.0185397149942787	Sex	MuscleSkeletal	RND2	17
ENSG00000108839	-2.02397872438581	0.0320596165063114	Sex	WholeBlood	ALOX12	17
ENSG00000108846	-0.503075618070737	1.10778183531332e-05	Ancestry	ColonTransverse	ABCC3	17
ENSG00000108848	-0.0822771126428097	3.3888277755716e-05	Ancestry	WholeBlood	LUC7L3	17
ENSG00000108848	-1.30345339718545	0.0362537461480487	Sex	BreastMammaryTissue	LUC7L3	17
ENSG00000108852	-9.55076544434775	4.58568092857623e-06	Sex	ColonTransverse	MPP2	17
ENSG00000108861	3.05162850614576	0.041296859705193	Age	Prostate	DUSP3	17
ENSG00000108878	-0.32817390328488	0.00159365341679869	Ancestry	WholeBlood	CACNG1	17
ENSG00000108878	-4.36922572563054	0.0243222042169528	Sex	MuscleSkeletal	CACNG1	17
ENSG00000108878	8.65677958771854	0.0181990196253789	Sex	BreastMammaryTissue	CACNG1	17
ENSG00000108924	-7.58382048597463	0.00793591371153429	Sex	ColonTransverse	HLF	17
ENSG00000108932	-0.0979212086215311	0.016085387024531	Ancestry	WholeBlood	SLC16A6	17
ENSG00000108946	-1.7549331295849	0.00849111693346849	Sex	BreastMammaryTissue	PRKAR1A	17
ENSG00000108946	-0.0847097642085312	0.000563949672752109	Ancestry	ColonTransverse	PRKAR1A	17
ENSG00000108953	-1.72355615242692	9.54860728475812e-05	Sex	BreastMammaryTissue	YWHAE	17
ENSG00000108960	-0.142541796336395	0.0303760219027255	Ancestry	Prostate	MMD	17
ENSG00000108960	-0.0835984428329729	0.0289263446981215	Ancestry	WholeBlood	MMD	17
ENSG00000108960	-5.04448059127332	0.0110329680785543	Sex	BreastMammaryTissue	MMD	17
ENSG00000108984	-0.364469796389334	5.07746278507856e-07	Ancestry	ColonTransverse	MAP2K6	17
ENSG00000109016	-0.092122390716248	0.00811601773731289	Ancestry	WholeBlood	DHRS7B	17
ENSG00000109016	-0.0656417573234191	0.0156537706485395	Ancestry	ColonTransverse	DHRS7B	17
ENSG00000109016	-1.11396602412827	0.0169662320350911	Sex	BreastMammaryTissue	DHRS7B	17
ENSG00000109016	-4.03562668795774	1.38358484714133e-09	Sex	WholeBlood	DHRS7B	17
ENSG00000109046	-3.72749696860751	7.24243495480702e-05	Sex	MuscleSkeletal	WSB1	17
ENSG00000109046	-0.0632713923711472	0.0244568756793804	Ancestry	Lung	WSB1	17
ENSG00000109047	-4.50977164469492	0.00881060422090872	Sex	WholeBlood	RCVRN	17
ENSG00000109061	-0.308919465862575	0.0421911421467194	Ancestry	WholeBlood	MYH1	17
ENSG00000109062	-0.267858435360201	0.000287466042658194	Ancestry	ColonTransverse	NHERF1	17
ENSG00000109062	-0.054261023119879	0.00688730103334418	Ancestry	WholeBlood	NHERF1	17
ENSG00000109063	-0.0725599677990126	0.0114015716286165	Ancestry	Lung	MYH3	17
ENSG00000109063	-1.58515619028472	0.0317324686329238	Sex	BreastMammaryTissue	MYH3	17
ENSG00000109066	-2.01975680538889	0.0342851221845649	Sex	BreastMammaryTissue	TMEM104	17
ENSG00000109072	-0.237743589496412	0.0220909803762746	Ancestry	WholeBlood	VTN	17
ENSG00000109079	-0.0875499544058242	0.0363072131865622	Ancestry	Prostate	TNFAIP1	17
ENSG00000109084	1.93173455608878	0.0281968178337735	Sex	WholeBlood	TMEM97	17
ENSG00000109099	2.73256678109135	0.0455389453935925	Sex	WholeBlood	PMP22	17
ENSG00000109099	-0.070896215643011	0.00702096657111081	Ancestry	Lung	PMP22	17
ENSG00000109099	-0.180056395842017	0.00626906002646379	Ancestry	WholeBlood	PMP22	17
ENSG00000109101	-0.295165423171321	0.00731463567158916	Ancestry	BreastMammaryTissue	FOXN1	17
ENSG00000109103	-2.02038439757283	0.0168236332550063	Sex	Lung	UNC119	17
ENSG00000109103	-1.90706995359789	0.0303375330531183	Sex	ColonTransverse	UNC119	17
ENSG00000109107	-2.49924168148207	0.00656401956720343	Sex	WholeBlood	ALDOC	17
ENSG00000109107	-0.145840926215063	0.000931078821163144	Ancestry	WholeBlood	ALDOC	17
ENSG00000109111	-0.0711066518265084	0.00298699115006516	Ancestry	WholeBlood	SUPT6H	17
ENSG00000109111	-1.2182260304897	0.0363185888897446	Sex	Lung	SUPT6H	17
ENSG00000109113	-5.18884759785292	0.00417787551652717	Sex	ColonTransverse	RAB34	17
ENSG00000109118	-0.064162079317899	0.0465636970171432	Ancestry	Prostate	PHF12	17
ENSG00000109118	-2.38848672777767	0.00108767671036602	Age	Prostate	PHF12	17
ENSG00000109118	-1.00108256250552	0.0236821296940615	Sex	BreastMammaryTissue	PHF12	17
ENSG00000109133	-0.0978722634145197	0.0470071326640283	Ancestry	Ovary	TMEM33	4
ENSG00000109133	-0.0901986562025745	0.00958961168489425	Ancestry	WholeBlood	TMEM33	4
ENSG00000109158	7.18624781112101	0.0413119188806532	Sex	ColonTransverse	GABRA4	4
ENSG00000109171	-0.780766496302981	0.0324448728829544	Sex	WholeBlood	SLAIN2	4
ENSG00000109180	-0.0458200356115105	0.00307369643156742	Ancestry	WholeBlood	OCIAD1	4
ENSG00000109182	-0.706703492218751	0.0168180221593495	Age	ColonTransverse	CWH43	4
ENSG00000109182	20.3839573088453	3.5820247528461e-07	Sex	ColonTransverse	CWH43	4
ENSG00000109182	-0.963985246314527	4.61390418194563e-22	Ancestry	ColonTransverse	CWH43	4
ENSG00000109184	-1.45875729784188	0.00867439572290469	Age	Testis	DCUN1D4	4
ENSG00000109184	-0.0971377238563298	0.000130057152883074	Ancestry	WholeBlood	DCUN1D4	4
ENSG00000109189	-1.603246454347	0.00160816057667993	Sex	BreastMammaryTissue	USP46	4
ENSG00000109189	-0.103164167812434	0.00126035530359192	Ancestry	WholeBlood	USP46	4
