"gene"	"probe"	"cor"	"p.val"	"p.adj"	"class"	"Trait"	"Tissue"
"PRSS21"	"cg12257502"	-0.428477983203247	3.66269295572961e-07	1.85670358294293e-05	"gene_body"	"Ancestry"	"Lung"
"BHMT2"	"cg26759351"	-0.304037472769288	0.000436929469476982	0.00816841192582499	"gene_body"	"Ancestry"	"Lung"
"CAMK1D"	"cg17094104"	0.397716463822368	2.79080238645298e-06	0.000106616740444783	"gene_body"	"Ancestry"	"Lung"
"MXRA7"	"cg11079097"	-0.41067547076362	1.21578038973223e-06	5.08697953545105e-05	"gene_body"	"Ancestry"	"Lung"
"ATP6V0E2"	"cg09390381"	-0.457722620820378	4.3695994181495e-08	3.19951779617836e-06	"gene_body"	"Ancestry"	"Lung"
"STON1-GTF2A1L"	"cg06995408"	0.314118308445247	0.000273193669055092	0.0056260821221033	"gene_body"	"Ancestry"	"Lung"
"SNX19"	"cg11721015"	-0.30608158570098	0.000397779249870588	0.0076825012044433	"gene_body"	"Ancestry"	"Lung"
"YBEY"	"cg09417038"	0.44110089270077	1.49914660555895e-07	9.19011733082184e-06	"gene_body"	"Ancestry"	"Lung"
"BEGAIN"	"cg01340971"	0.438960825357057	1.74875436680855e-07	1.04766284338803e-05	"gene_body"	"Ancestry"	"Lung"
"CAMK1D"	"cg22924545"	0.254151384634331	0.00352449937030158	0.0412914681782887	"gene_body"	"Ancestry"	"Lung"
"CAMK1D"	"cg13897396"	0.263010821727654	0.00250087819503306	0.0323152692260154	"gene_body"	"Ancestry"	"Lung"
"CAMK1D"	"cg17851221"	0.364835163589017	1.97555447270994e-05	0.000574185110656944	"gene_body"	"Ancestry"	"Lung"
"STON1-GTF2A1L"	"cg18923472"	0.273304616302848	0.00165418303401505	0.0236979699873026	"gene_body"	"Ancestry"	"Lung"
"NUDT13"	"cg04833713"	-0.377081090764396	9.76849839261772e-06	0.000314021484913906	"gene_body"	"Ancestry"	"Lung"
"LPL"	"cg06890152"	-0.27310251205185	0.00166791849237994	0.0237655845725055	"gene_body"	"Ancestry"	"Lung"
"SLC6A3"	"cg20471798"	0.262196567539549	0.00258224643835492	0.0332039103000174	"gene_body"	"Ancestry"	"Lung"
"APH1A"	"cg07283604"	-0.247250774388017	0.00456771738394562	0.0499605934609155	"gene_body"	"Ancestry"	"Lung"
"HEBP2"	"cg17171485"	-0.259350559173484	0.00288578314095212	0.0358939404954446	"gene_body"	"Ancestry"	"Lung"
"CATSPER2"	"cg11036485"	0.30963550680547	0.000337330024660633	0.00684001496158022	"gene_body"	"Ancestry"	"Lung"
"PTPRN2"	"cg08672720"	0.300983236145982	0.000502086646909173	0.00912758897415572	"gene_body"	"Ancestry"	"Lung"
"WWOX"	"cg05370334"	0.250218157817065	0.00408927615887479	0.0462632272737938	"gene_body"	"Ancestry"	"Lung"
"HDAC3"	"cg09637356"	-0.282141526754048	0.0011452608870692	0.0175084015666541	"gene_body"	"Ancestry"	"Lung"
"CATSPER2"	"cg08358487"	0.300689257361241	0.000508808855126558	0.00918643932954524	"gene_body"	"Ancestry"	"Lung"
"CACNG4"	"cg09733539"	-0.271275325942341	0.00179688593439368	0.0249294280161145	"gene_body"	"Ancestry"	"Lung"
"GSTM3"	"cg10807101"	-0.539995973886144	3.35213157952014e-11	4.65064149663952e-09	"gene_body"	"Ancestry"	"Lung"
"MAEA"	"cg02135083"	0.272678471707675	0.00169707480179044	0.0239224020188214	"gene_body"	"Ancestry"	"Lung"
"ACSM1"	"cg10379176"	-0.421189687270564	6.03585495456319e-07	2.84116315361224e-05	"gene_body"	"Ancestry"	"Lung"
"ASPG"	"cg15975513"	-0.391945106044825	3.99594632130224e-06	0.000142342087877739	"gene_body"	"Ancestry"	"Lung"
"GSTM3"	"cg24362151"	0.306616594600792	0.000388081311378394	0.0076825012044433	"gene_body"	"Ancestry"	"Lung"
"GYPC"	"cg17848763"	-0.260768182247363	0.00273078249282198	0.0346074165917247	"gene_body"	"Ancestry"	"Lung"
"CAMK1D"	"cg00213008"	0.339020054715311	7.96032392600795e-05	0.00190758307899609	"gene_body"	"Ancestry"	"Lung"
"DNAJC15"	"cg23307143"	-0.465539701391888	2.39123510567833e-08	1.92391615680722e-06	"gene_body"	"Ancestry"	"Lung"
"BTBD16"	"cg03119009"	0.304697579888147	0.00042391420421486	0.00798169887364551	"gene_body"	"Ancestry"	"Lung"
"PLEK2"	"cg20387398"	0.303764195109649	0.000442424761244849	0.00821289908902409	"gene_body"	"Ancestry"	"Lung"
"LAMC1"	"cg11532216"	-0.375934531005982	1.04470337468481e-05	0.000331787722369779	"gene_body"	"Ancestry"	"Lung"
"LRRFIP1"	"cg08982768"	0.269157288227601	0.00195767373077601	0.0261950657579978	"gene_body"	"Ancestry"	"Lung"
"CAMK1D"	"cg19752047"	0.33708512240844	8.79438412806153e-05	0.00206982112156877	"gene_body"	"Ancestry"	"Lung"
"GIT1"	"cg21065106"	-0.282062954397941	0.0011490718782364	0.0175084015666541	"gene_body"	"Ancestry"	"Lung"
"AQP5"	"cg05242826"	-0.382913308031221	6.91444793922313e-06	0.000227831059597402	"gene_body"	"Ancestry"	"Lung"
"PPFIA1"	"cg05600569"	0.248987128205733	0.00428201779346718	0.0474260458133592	"gene_body"	"Ancestry"	"Lung"
"PLA2G4C"	"cg12684621"	0.251822622636426	0.0038497576304478	0.0442124500951063	"gene_body"	"Ancestry"	"Lung"
"GSTM3"	"cg25027501"	-0.345183081544908	5.77009214853447e-05	0.00139540944069146	"gene_body"	"Ancestry"	"Lung"
"ZDHHC1"	"cg10439725"	-0.30605754233033	0.000398220285462296	0.0076825012044433	"gene_body"	"Ancestry"	"Lung"
"SLC6A3"	"cg05232496"	0.288028794882301	0.000890460851945134	0.014225786701378	"gene_body"	"Ancestry"	"Lung"
"CAMK1D"	"cg13630646"	0.365676040562844	1.88400157392577e-05	0.000564344107825947	"gene_body"	"Ancestry"	"Lung"
"C21orf33"	"cg04608239"	-0.549681776925274	1.26107744178786e-11	2.21613342436853e-09	"gene_body"	"Ancestry"	"Lung"
"BHMT2"	"cg12552120"	-0.328585759812652	0.000135188516462273	0.00304909871907569	"gene_body"	"Ancestry"	"Lung"
"STON1-GTF2A1L"	"cg05948066"	0.253318813015452	0.00363783215834137	0.0422437249752768	"gene_body"	"Ancestry"	"Lung"
"LY6K"	"cg19413366"	-0.392585993897518	3.84107661701578e-06	0.000139005242814662	"gene_body"	"Ancestry"	"Lung"
"NEFH"	"cg22234080"	-0.320600147861645	0.000200207194568419	0.00432578823674059	"gene_body"	"Ancestry"	"Lung"
"ASPG"	"cg10761315"	-0.411591883047348	1.14487314115495e-06	4.86755741949106e-05	"gene_body"	"Ancestry"	"Lung"
"HDDC2"	"cg22831313"	-0.420681965522002	6.2468703127761e-07	2.88890353411891e-05	"gene_body"	"Ancestry"	"Lung"
"SRR"	"cg27564939"	-0.284092486246571	0.00105425834266895	0.0164439348596175	"gene_body"	"Ancestry"	"Lung"
"GNLY"	"cg18310515"	-0.434053693643852	2.47954294050934e-07	1.33389289615972e-05	"gene_body"	"Ancestry"	"Lung"
"DNAJC15"	"cg14729962"	-0.720442732561517	4.38478836522533e-22	5.77915106536698e-19	"gene_body"	"Ancestry"	"Lung"
"VIP"	"cg08348900"	0.364775545425095	1.98220201326942e-05	0.000574185110656944	"gene_body"	"Ancestry"	"Lung"
"IFITM5"	"cg09172362"	-0.34746970517504	5.11195051007936e-05	0.00124769458746011	"gene_body"	"Ancestry"	"Lung"
"LY6K"	"cg11630226"	-0.257488365964032	0.00310144060817273	0.0376746425951305	"gene_body"	"Ancestry"	"Lung"
"ASPG"	"cg07150062"	-0.465447325022719	2.4085445058664e-08	1.92391615680722e-06	"gene_body"	"Ancestry"	"Lung"
"SNX19"	"cg02264943"	-0.281701844718717	0.00116673614827512	0.0176753821083519	"gene_body"	"Ancestry"	"Lung"
"CATSPER2"	"cg10011062"	0.528950922433789	9.84636810347497e-11	1.297751316038e-08	"gene_body"	"Ancestry"	"Lung"
"GYPC"	"cg00014112"	-0.278623069287103	0.00132771639746953	0.0195522928699982	"gene_body"	"Ancestry"	"Lung"
"USP6"	"cg03995300"	-0.563954638506148	2.81657678060701e-12	6.18708032806674e-10	"gene_body"	"Ancestry"	"Lung"
"SRR"	"cg04375931"	-0.32962730748457	0.000128335900905163	0.00294168204161748	"gene_body"	"Ancestry"	"Lung"
"GNLY"	"cg25066857"	-0.383672962355372	6.60690659294614e-06	0.000220453237708937	"gene_body"	"Ancestry"	"Lung"
"SGCA"	"cg15756653"	-0.434870540356289	2.34042309609862e-07	1.31262878325871e-05	"gene_body"	"Ancestry"	"Lung"
"IFITM5"	"cg07586868"	-0.268427312458747	0.00201604348933698	0.0268398517065267	"gene_body"	"Ancestry"	"Lung"
"SNX19"	"cg23642342"	-0.29048042496816	0.000800587896630041	0.0133566436425113	"gene_body"	"Ancestry"	"Lung"
"LY6K"	"cg14498475"	-0.392550351020682	3.84953821148342e-06	0.000139005242814662	"gene_body"	"Ancestry"	"Lung"
"ENPEP"	"cg22888902"	-0.545483193140375	1.9339895676924e-11	2.83222027802065e-09	"gene_body"	"Ancestry"	"Lung"
"VIP"	"cg17553286"	0.395485456080301	3.20877130565159e-06	0.000119131283967572	"gene_body"	"Ancestry"	"Lung"
"USP6"	"cg05364567"	-0.321736312796831	0.000189453456924323	0.00416166093710429	"gene_body"	"Ancestry"	"Lung"
"DNAJC15"	"cg09677945"	-0.69819096790679	2.64282214212397e-20	2.32215972221293e-17	"gene_body"	"Ancestry"	"Lung"
"DPYSL4"	"cg02578540"	-0.526630394769368	1.22874467172591e-10	1.47225952484977e-08	"gene_body"	"Ancestry"	"Lung"
"IZUMO1"	"cg18537730"	0.288612234265996	0.000868272322638403	0.0140078178236673	"gene_body"	"Ancestry"	"Lung"
"CD300LG"	"cg13269964"	-0.423792802036676	5.05638093473061e-07	2.46826298962035e-05	"gene_body"	"Ancestry"	"Lung"
"USP6"	"cg07670516"	-0.620723501965681	3.34165741493104e-15	1.99374531572082e-12	"gene_body"	"Ancestry"	"Lung"
"DNAJC15"	"cg15988970"	-0.723965196806437	2.20950949492045e-22	5.77915106536698e-19	"gene_body"	"Ancestry"	"Lung"
"ENPEP"	"cg08310176"	-0.612176513966012	1.00505728627579e-14	4.41555167770496e-12	"gene_body"	"Ancestry"	"Lung"
"CDC16"	"cg21025488"	-0.330597173527563	0.0040166510714513	0.0417976535293807	"promoter"	"Ancestry"	"ColonTransverse"
"CHRNE"	"cg14482741"	0.476177199638562	1.80080989539261e-05	0.000322508681265768	"promoter"	"Ancestry"	"ColonTransverse"
"ADAL"	"cg27481594"	-0.499435975815699	5.90275548735953e-06	0.000145355353876228	"promoter"	"Ancestry"	"ColonTransverse"
"C21orf33"	"cg01444765"	-0.620071989230758	3.82701119863577e-09	1.50784241226249e-07	"promoter"	"Ancestry"	"ColonTransverse"
"PRH1"	"cg26983578"	0.440923536498412	8.42905985555876e-05	0.0013837706596209	"promoter"	"Ancestry"	"ColonTransverse"
"NTPCR"	"cg26105649"	-0.330473093512368	0.00403124577186921	0.0417976535293807	"promoter"	"Ancestry"	"ColonTransverse"
"C17orf97"	"cg25045219"	0.481516030087322	1.40403044677158e-05	0.00030732666446	"promoter"	"Ancestry"	"ColonTransverse"
"ADAL"	"cg27252086"	-0.646118218516712	5.07109011894836e-10	4.99502376716413e-08	"promoter"	"Ancestry"	"ColonTransverse"
"ADAL"	"cg23971107"	-0.624611851872287	2.72707072983563e-09	1.34308233444405e-07	"promoter"	"Ancestry"	"ColonTransverse"
"ADAL"	"cg12024304"	-0.536350936162418	8.41945151342022e-07	2.76438658023964e-05	"promoter"	"Ancestry"	"ColonTransverse"
"CHRNE"	"cg03652711"	0.627122603797839	2.25572159428539e-09	1.34308233444405e-07	"promoter"	"Ancestry"	"ColonTransverse"
"CHRNE"	"cg21071097"	0.500868735612752	5.4959352003016e-06	0.000145355353876228	"promoter"	"Ancestry"	"ColonTransverse"
"ADAL"	"cg02155558"	-0.708029709856033	1.73014371251181e-12	3.40838311364827e-10	"promoter"	"Ancestry"	"ColonTransverse"
"RPS6KL1"	"cg03394422"	-0.476960651769921	1.73667522500868e-05	0.000322508681265768	"promoter"	"Ancestry"	"ColonTransverse"
"UHRF1BP1"	"cg27374423"	0.391899280020824	0.00055422616170355	0.00779875384682852	"promoter"	"Ancestry"	"ColonTransverse"
"UHRF1BP1"	"cg07306190"	-0.384407854601105	0.000721099207324849	0.00947043625619968	"promoter"	"Ancestry"	"ColonTransverse"
"ADAL"	"cg23340666"	-0.357836854721071	0.00174706364052821	0.0215107210740036	"promoter"	"Ancestry"	"ColonTransverse"
"ARL17A"	"cg05159804"	-0.422843273288249	0.00017460779284333	0.00264597963001046	"promoter"	"Ancestry"	"ColonTransverse"
"ARL17A"	"cg17911788"	-0.334008207938826	0.00363338855583028	0.0417976535293807	"promoter"	"Ancestry"	"ColonTransverse"
"ST6GALNAC3"	"cg18810184"	-0.31428479525177	0.00639087209295994	0.043670959301893	"enhancer"	"Ancestry"	"ColonTransverse"
"BEGAIN"	"cg15116443"	0.304970098282033	0.00824063661355985	0.048266585879422	"enhancer"	"Ancestry"	"ColonTransverse"
"SERPINB9P1"	"cg18718469"	-0.365580273496787	0.00136029685004959	0.0139430427130083	"enhancer"	"Ancestry"	"ColonTransverse"
"CHST13"	"cg18958077"	0.347936563406034	0.00238449908265934	0.0195528924778066	"enhancer"	"Ancestry"	"ColonTransverse"
"PLA2G4C"	"cg21019003"	0.374167072307168	0.00102318680024968	0.0139430427130083	"enhancer"	"Ancestry"	"ColonTransverse"
"LINC00886"	"cg10774331"	-0.386750869997251	0.000664558090162349	0.0136234408483281	"enhancer"	"Ancestry"	"ColonTransverse"
"LINC01252"	"cg11775853"	0.402834280756074	0.000373196747036378	0.0136234408483281	"enhancer"	"Ancestry"	"ColonTransverse"
"TMEM145"	"cg12212706"	0.335272711844242	0.00349980301308968	0.0263831304063683	"gene_body"	"Ancestry"	"ColonTransverse"
"STYXL1"	"cg09622169"	0.37769714107903	0.000908085973471175	0.00929771608658546	"gene_body"	"Ancestry"	"ColonTransverse"
"FOXK1"	"cg12710546"	-0.349828372437638	0.00224860778585455	0.0179365690825142	"gene_body"	"Ancestry"	"ColonTransverse"
"STON1-GTF2A1L"	"cg12351433"	0.373608220536194	0.00104257430152894	0.0102172281549836	"gene_body"	"Ancestry"	"ColonTransverse"
"ESPNL"	"cg22532774"	0.314394208775572	0.00637151885348864	0.0437086193349321	"gene_body"	"Ancestry"	"ColonTransverse"
"ATP6V0E2"	"cg19918854"	-0.361976659632451	0.00152947373627549	0.0139895864411331	"gene_body"	"Ancestry"	"ColonTransverse"
"RPS26"	"cg15120283"	-0.427776631462338	0.00014372097508468	0.00205401226891855	"gene_body"	"Ancestry"	"ColonTransverse"
"STON1-GTF2A1L"	"cg20869158"	0.408128381487355	0.000306656161756642	0.00389566901787141	"gene_body"	"Ancestry"	"ColonTransverse"
"GSTM3"	"cg04545003"	-0.672423937516324	5.35773800291808e-11	1.64823426398231e-08	"gene_body"	"Ancestry"	"ColonTransverse"
"APIP"	"cg07253191"	-0.490619778920703	9.09581517217274e-06	0.000201281587358403	"gene_body"	"Ancestry"	"ColonTransverse"
"SPATC1L"	"cg25726756"	0.602461621724913	1.35541369021161e-08	1.03312643498351e-06	"gene_body"	"Ancestry"	"ColonTransverse"
"PRSS21"	"cg01232511"	-0.535883729352094	8.64217014055375e-07	2.47022029850828e-05	"gene_body"	"Ancestry"	"ColonTransverse"
"RPS6KL1"	"cg02978058"	0.383368128007497	0.000747563258068915	0.00801294367242618	"gene_body"	"Ancestry"	"ColonTransverse"
"FBXO27"	"cg10370564"	-0.368639989439311	0.00123012456389626	0.0117203534837894	"gene_body"	"Ancestry"	"ColonTransverse"
"PRSS21"	"cg07798610"	-0.416705625073467	0.000221537919622486	0.0030395002572205	"gene_body"	"Ancestry"	"ColonTransverse"
"FOXK1"	"cg25257334"	-0.311871276954211	0.00683115228470604	0.0463977273990925	"gene_body"	"Ancestry"	"ColonTransverse"
"LINC00839"	"cg04395798"	-0.34284191065018	0.00278777991919548	0.0214878317367202	"gene_body"	"Ancestry"	"ColonTransverse"
"LY75"	"cg23995753"	-0.392298414666312	0.000546412997508523	0.00614490682444011	"gene_body"	"Ancestry"	"ColonTransverse"
"ANKRD65"	"cg00060374"	-0.605050119905725	1.13092617695377e-08	9.69769196737858e-07	"gene_body"	"Ancestry"	"ColonTransverse"
"STON1-GTF2A1L"	"cg15796978"	0.359253875131013	0.0016696345602324	0.0144983456749295	"gene_body"	"Ancestry"	"ColonTransverse"
"LINC00839"	"cg21096915"	-0.370378727959368	0.00116127461375543	0.011220202606144	"gene_body"	"Ancestry"	"ColonTransverse"
"PRSS21"	"cg07280731"	-0.582500702201673	5.19614338061341e-08	2.37636957273387e-06	"gene_body"	"Ancestry"	"ColonTransverse"
"STON1-GTF2A1L"	"cg19403014"	0.466566932543772	2.78968489036765e-05	0.000531589954108947	"gene_body"	"Ancestry"	"ColonTransverse"
"GRID1"	"cg08529931"	0.309610188658463	0.00726760799883255	0.047982632023146	"gene_body"	"Ancestry"	"ColonTransverse"
"CCDC127"	"cg17444298"	-0.374097965250651	0.00102556641148691	0.0101962109895655	"gene_body"	"Ancestry"	"ColonTransverse"
"CDC16"	"cg09791014"	0.333371448944357	0.00370236053632644	0.0276067318252167	"gene_body"	"Ancestry"	"ColonTransverse"
"LY75"	"cg06573604"	-0.344998416776556	0.00261017337401404	0.0203474878928822	"gene_body"	"Ancestry"	"ColonTransverse"
"STON1-GTF2A1L"	"cg00209038"	0.445204443522069	7.05100661691813e-05	0.00112488152074554	"gene_body"	"Ancestry"	"ColonTransverse"
"CHRNE"	"cg24768135"	-0.630290239467975	1.77115340107643e-09	2.43002246627686e-07	"gene_body"	"Ancestry"	"ColonTransverse"
"LINC00839"	"cg16482344"	-0.361123535561256	0.00157220405580063	0.0140593735652668	"gene_body"	"Ancestry"	"ColonTransverse"
"PLA2G4C"	"cg23522194"	0.434177957322972	0.000111139209401344	0.00162215952445366	"gene_body"	"Ancestry"	"ColonTransverse"
"TDRD9"	"cg17754011"	-0.576784596697234	7.51082152549281e-08	3.22026472905504e-06	"gene_body"	"Ancestry"	"ColonTransverse"
"STON1-GTF2A1L"	"cg05223100"	0.451195552022371	5.47019884631372e-05	0.000915257660627124	"gene_body"	"Ancestry"	"ColonTransverse"
"HLA-DRB5"	"cg08188015"	0.317041098942256	0.00591879854357111	0.0414315898049978	"gene_body"	"Ancestry"	"ColonTransverse"
"MXRA7"	"cg24706269"	0.396138066961356	0.000476220915927156	0.00573136049694787	"gene_body"	"Ancestry"	"ColonTransverse"
"HID1"	"cg12349832"	0.395380038672131	0.000489388771175927	0.00578828787977045	"gene_body"	"Ancestry"	"ColonTransverse"
"SPINK2"	"cg22681784"	0.353344880391342	0.0020143369316307	0.0168516479890081	"gene_body"	"Ancestry"	"ColonTransverse"
"PRSS21"	"cg22730830"	-0.516110876395824	2.51928130638624e-06	6.40084065252208e-05	"gene_body"	"Ancestry"	"ColonTransverse"
"PIGB"	"cg14241289"	-0.338450417381989	0.00318321424690243	0.0242631663708341	"gene_body"	"Ancestry"	"ColonTransverse"
"SPATA18"	"cg09022993"	-0.322982962324138	0.0050044183487889	0.0361371682870441	"gene_body"	"Ancestry"	"ColonTransverse"
"CHRNE"	"cg10553748"	-0.566583607255431	1.42485842580149e-07	4.97473955615229e-06	"gene_body"	"Ancestry"	"ColonTransverse"
"PLA2G4C"	"cg10222789"	0.391605432682484	0.000560043249665415	0.00619660756887863	"gene_body"	"Ancestry"	"ColonTransverse"
"GRID1"	"cg08040689"	0.318531388695405	0.00567659507974679	0.0401458167495495	"gene_body"	"Ancestry"	"ColonTransverse"
"STON1-GTF2A1L"	"cg20156659"	0.472702191158665	2.11281326725076e-05	0.000426291147451183	"gene_body"	"Ancestry"	"ColonTransverse"
"ESPNL"	"cg01786048"	-0.470342662814216	2.35262004683927e-05	0.000461113529180498	"gene_body"	"Ancestry"	"ColonTransverse"
"BEGAIN"	"cg17965730"	-0.329120591209412	0.0041934145432356	0.0309320685662325	"gene_body"	"Ancestry"	"ColonTransverse"
"PLA2G4C"	"cg14780446"	0.600419193487319	1.56180794348249e-08	1.07140024922899e-06	"gene_body"	"Ancestry"	"ColonTransverse"
"PLA2G4C"	"cg17828850"	0.458253617165771	4.03140780740249e-05	0.000709114296379003	"gene_body"	"Ancestry"	"ColonTransverse"
"C6orf52"	"cg01591369"	0.487151078659695	1.07476123589171e-05	0.000230401939944284	"gene_body"	"Ancestry"	"ColonTransverse"
"PLA2G4C"	"cg07040712"	0.3792258374003	0.000861991458883028	0.00907019882467578	"gene_body"	"Ancestry"	"ColonTransverse"
"LINC00865"	"cg14423021"	-0.493844799757504	7.77590465139037e-06	0.000177809019695127	"gene_body"	"Ancestry"	"ColonTransverse"
"ATP6V0E2"	"cg05981578"	-0.442246387723566	7.97870049633095e-05	0.00121630856455178	"gene_body"	"Ancestry"	"ColonTransverse"
"C6orf52"	"cg05908051"	-0.43844295309211	9.33754869463995e-05	0.00139251269663544	"gene_body"	"Ancestry"	"ColonTransverse"
"PLA2G4C"	"cg26295683"	0.524152482960226	1.64375095295224e-06	4.33697366817397e-05	"gene_body"	"Ancestry"	"ColonTransverse"
"PWP2"	"cg21339445"	-0.362699098725282	0.00149411086752418	0.0138508115556971	"gene_body"	"Ancestry"	"ColonTransverse"
"CDC16"	"cg14817923"	0.352179300918029	0.00208943785626035	0.0170637424927929	"gene_body"	"Ancestry"	"ColonTransverse"
"ESPNL"	"cg18693308"	-0.500117375579188	5.70588256005941e-06	0.000139794122721455	"gene_body"	"Ancestry"	"ColonTransverse"
"GSTM3"	"cg02880629"	-0.623975180606025	2.86073377859471e-09	2.80351910302281e-07	"gene_body"	"Ancestry"	"ColonTransverse"
"CHRNE"	"cg01726265"	-0.359345331960552	0.00166474498596283	0.0144983456749295	"gene_body"	"Ancestry"	"ColonTransverse"
"SLC44A5"	"cg15011301"	0.596230975284078	2.08216124399257e-08	1.19030217781576e-06	"gene_body"	"Ancestry"	"ColonTransverse"
"CHRNE"	"cg06444025"	-0.393499372130744	0.000523505782123838	0.00608686383960937	"gene_body"	"Ancestry"	"ColonTransverse"
"ARID5B"	"cg02479789"	-0.496439296898434	6.84651525983122e-06	0.000161955498904973	"gene_body"	"Ancestry"	"ColonTransverse"
"PLA2G4C"	"cg15831581"	0.314728491182123	0.00631270987549993	0.0437086193349321	"gene_body"	"Ancestry"	"ColonTransverse"
"LDHD"	"cg16724332"	-0.450125683882183	5.72587357743746e-05	0.000935226017648119	"gene_body"	"Ancestry"	"ColonTransverse"
"LINC00839"	"cg24399337"	-0.377049508914102	0.000928279485763307	0.00936470187108277	"gene_body"	"Ancestry"	"ColonTransverse"
"PRSS21"	"cg12257502"	-0.536332264671365	8.42824750256503e-07	2.47022029850828e-05	"gene_body"	"Ancestry"	"ColonTransverse"
"ANKRD65"	"cg17507949"	-0.587580982908801	3.72282419338802e-08	1.82418385476013e-06	"gene_body"	"Ancestry"	"ColonTransverse"
"SGCA"	"cg24180162"	-0.352522499845751	0.00206706783451767	0.0170637424927929	"gene_body"	"Ancestry"	"ColonTransverse"
"ATP6V0E2"	"cg09390381"	-0.461674994766776	3.46856345130358e-05	0.000626166980945856	"gene_body"	"Ancestry"	"ColonTransverse"
"YBEY"	"cg09417038"	0.5655036515035	1.52287945596499e-07	4.97473955615229e-06	"gene_body"	"Ancestry"	"ColonTransverse"
"CHRNE"	"cg09495303"	-0.636178077711533	1.1215949220602e-09	1.92353529133324e-07	"gene_body"	"Ancestry"	"ColonTransverse"
"STON1-GTF2A1L"	"cg18923472"	0.412262202037809	0.000262464101541896	0.00346250718572579	"gene_body"	"Ancestry"	"ColonTransverse"
"NUDT13"	"cg04833713"	-0.351771378977693	0.00211630912271467	0.0170798595080266	"gene_body"	"Ancestry"	"ColonTransverse"
"GSTM3"	"cg23645476"	-0.56691989681337	1.39557556530592e-07	4.97473955615229e-06	"gene_body"	"Ancestry"	"ColonTransverse"
"CDC16"	"cg13029758"	0.326755656243791	0.00449093934565404	0.0327743020331774	"gene_body"	"Ancestry"	"ColonTransverse"
"CATSPER2"	"cg08358487"	0.464310963701757	3.08572768580933e-05	0.000572110592558162	"gene_body"	"Ancestry"	"ColonTransverse"
"STON1-GTF2A1L"	"cg02776315"	0.414956420317693	0.000236892853591991	0.00318644112870795	"gene_body"	"Ancestry"	"ColonTransverse"
"GSTM3"	"cg10807101"	-0.718312575210635	5.82657449202957e-13	3.99703010153228e-10	"gene_body"	"Ancestry"	"ColonTransverse"
"STON1-GTF2A1L"	"cg26165176"	0.565790103116368	1.49627581063801e-07	4.97473955615229e-06	"gene_body"	"Ancestry"	"ColonTransverse"
"ACSM1"	"cg10379176"	-0.392521096605013	0.000542097717686422	0.00614490682444011	"gene_body"	"Ancestry"	"ColonTransverse"
"ESPNL"	"cg00907200"	0.361007604879272	0.00157809295120342	0.0140593735652668	"gene_body"	"Ancestry"	"ColonTransverse"
"GRID1"	"cg08822735"	0.356207654815464	0.00184006923866299	0.0155837962681828	"gene_body"	"Ancestry"	"ColonTransverse"
"SULT1A1"	"cg26624097"	-0.443993586571111	7.4179645610098e-05	0.00115652811110289	"gene_body"	"Ancestry"	"ColonTransverse"
"VPS26B"	"cg00216676"	0.407155435359558	0.000318003217967461	0.00396636740955779	"gene_body"	"Ancestry"	"ColonTransverse"
"PRH1"	"cg07741112"	0.309576283601176	0.00727433488397548	0.047982632023146	"gene_body"	"Ancestry"	"ColonTransverse"
"GRID1"	"cg13346355"	0.384059779647849	0.000729862316628274	0.00794738966995232	"gene_body"	"Ancestry"	"ColonTransverse"
"DECR2"	"cg01265431"	0.320463861691218	0.00537558134432654	0.0384130083563334	"gene_body"	"Ancestry"	"ColonTransverse"
"C6orf52"	"cg12409563"	-0.476027448360825	1.81331744922412e-05	0.000376950233384165	"gene_body"	"Ancestry"	"ColonTransverse"
"LDHD"	"cg03991512"	-0.378866107301929	0.000872643035610206	0.00907019882467578	"gene_body"	"Ancestry"	"ColonTransverse"
"MZT2A"	"cg12148979"	-0.346125021655272	0.00252147489667395	0.0198819744726245	"gene_body"	"Ancestry"	"ColonTransverse"
"GRID1"	"cg26271970"	0.424267846471953	0.000165113944877849	0.00231159522828989	"gene_body"	"Ancestry"	"ColonTransverse"
"IL17RA"	"cg15931859"	-0.356820224440957	0.00180458970949338	0.0154743567589057	"gene_body"	"Ancestry"	"ColonTransverse"
"GSTM3"	"cg08525331"	-0.669098410741458	7.20802156260488e-11	1.64823426398231e-08	"gene_body"	"Ancestry"	"ColonTransverse"
"GSTM3"	"cg25027501"	-0.624264028038871	2.79933733981709e-09	2.80351910302281e-07	"gene_body"	"Ancestry"	"ColonTransverse"
"C21orf33"	"cg04608239"	-0.593307429026622	2.53885485231483e-08	1.33973417591382e-06	"gene_body"	"Ancestry"	"ColonTransverse"
"HDDC2"	"cg01505111"	-0.525453685227216	1.53243052410376e-06	4.20498935814073e-05	"gene_body"	"Ancestry"	"ColonTransverse"
"DZIP1L"	"cg26853628"	-0.309014253638015	0.0073866431265597	0.04825940176019	"gene_body"	"Ancestry"	"ColonTransverse"
"DNAJC15"	"cg14729962"	-0.596413079926948	2.05646519621993e-08	1.19030217781576e-06	"gene_body"	"Ancestry"	"ColonTransverse"
"CATSPER2"	"cg10011062"	0.457622923831735	4.14399873343694e-05	0.000710695782784436	"gene_body"	"Ancestry"	"ColonTransverse"
"C14orf79"	"cg12842747"	0.411192230519798	0.000273304047849688	0.00353748258160162	"gene_body"	"Ancestry"	"ColonTransverse"
