p.val	cor	gene	probe	p.adj	class	Trait	Tissue
0.00120500922454293	0.280936252893257	ACSS2	cg09632011	0.00887439085158179	gene_body	Ancestry	Lung
3.5920443830655e-05	-0.354033301436924	MYOM2	cg02133140	0.000445539540145142	gene_body	Ancestry	Lung
0.00266735805389439	0.261369295455426	WFDC1	cg07001856	0.0177907749443711	gene_body	Ancestry	Lung
0.00228263842495176	0.265319294343863	ARHGAP40	cg14283044	0.0155175516003932	gene_body	Ancestry	Lung
1.62335814201039e-06	0.406228125564802	SERPINB9P1	cg19771625	2.90665184784413e-05	gene_body	Ancestry	Lung
0.00812405241478205	-0.231224318790103	GPRC5C	cg12776171	0.0431857523101572	gene_body	Ancestry	Lung
0.00653175487949162	0.237416285597664	CARS2	cg11555438	0.0366504023793697	gene_body	Ancestry	Lung
5.16064458386683e-07	-0.42349385058264	PRKG2	cg09390319	1.1769599099335e-05	gene_body	Ancestry	Lung
0.00297372084545044	0.258576551971523	MYOM2	cg13386217	0.0194668577567913	gene_body	Ancestry	Lung
0.00333519380164874	-0.255597334590235	TRPM2	cg23312431	0.0210534108729077	gene_body	Ancestry	Lung
0.00744159497141503	-0.233733236160958	MAEA	cg17750186	0.0404708280368494	gene_body	Ancestry	Lung
0.0058643916654195	-0.240420029018384	AKR7A3	cg04141520	0.0351231702521551	gene_body	Ancestry	Lung
0.000496356074205278	0.301236725678181	SLC6A3	cg24756227	0.00427955785930648	gene_body	Ancestry	Lung
0.000399280221930475	-0.305999859522429	AQP5	cg03339560	0.00361911688339546	gene_body	Ancestry	Lung
0.00349997568237728	-0.254334704894512	IFITM5	cg08437786	0.0218980779419534	gene_body	Ancestry	Lung
3.36428690940868e-05	-0.355236007374808	BEGAIN	cg20033940	0.000432463789991261	gene_body	Ancestry	Lung
0.000594629017232224	-0.297220798856949	MYOM2	cg00535538	0.00483221511704808	gene_body	Ancestry	Lung
3.66269295572961e-07	-0.428477983203247	PRSS21	cg12257502	8.9293928265546e-06	gene_body	Ancestry	Lung
2.79080238645298e-06	0.397716463822368	CAMK1D	cg17094104	4.69785068386252e-05	gene_body	Ancestry	Lung
4.3695994181495e-08	-0.457722620820378	ATP6V0E2	cg09390381	1.54465339431585e-06	gene_body	Ancestry	Lung
1.49914660555895e-07	0.44110089270077	YBEY	cg09417038	4.2395866005207e-06	gene_body	Ancestry	Lung
1.74875436680855e-07	0.438960825357057	BEGAIN	cg01340971	4.75526668205247e-06	gene_body	Ancestry	Lung
9.76849839261772e-06	-0.377081090764396	NUDT13	cg04833713	0.00014094547680777	gene_body	Ancestry	Lung
0.00179688593439369	-0.271275325942341	CACNG4	cg09733539	0.0124548858393758	gene_body	Ancestry	Lung
6.03585495456319e-07	-0.421189687270564	ACSM1	cg10379176	1.3335467040238e-05	gene_body	Ancestry	Lung
0.00273078249282198	-0.260768182247363	GYPC	cg17848763	0.018043581517992	gene_body	Ancestry	Lung
2.39123510567832e-08	-0.465539701391888	DNAJC15	cg23307143	1.00167115626326e-06	gene_body	Ancestry	Lung
0.0079008687251825	0.232023570796655	FNDC3B	cg04572021	0.0423175317326063	gene_body	Ancestry	Lung
0.00612948531702188	-0.239192151572306	MCFD2	cg17132535	0.0352320822693859	gene_body	Ancestry	Lung
0.00044242476124485	0.303764195109649	PLEK2	cg20387398	0.00386165810123591	gene_body	Ancestry	Lung
1.04470337468481e-05	-0.375934531005982	LAMC1	cg11532216	0.000147721057180433	gene_body	Ancestry	Lung
0.00773927004107554	-0.232614847389162	MZT2A	cg12148979	0.0417684268629039	gene_body	Ancestry	Lung
0.00611185648463266	-0.239272323806761	KIAA1549	cg15893356	0.0352320822693859	gene_body	Ancestry	Lung
0.00384975763044781	0.251822622636426	PLA2G4C	cg12684621	0.0238752512695316	gene_body	Ancestry	Lung
0.000398220285462296	-0.30605754233033	ZDHHC1	cg10439725	0.00361911688339546	gene_body	Ancestry	Lung
1.88400157392577e-05	0.365676040562844	CAMK1D	cg13630646	0.000251318700521796	gene_body	Ancestry	Lung
1.26107744178786e-11	-0.549681776925274	C21orf33	cg04608239	1.48596958557336e-09	gene_body	Ancestry	Lung
0.000135188516462273	-0.328585759812652	BHMT2	cg12552120	0.00140709183334387	gene_body	Ancestry	Lung
3.84107661701578e-06	-0.392585993897518	LY6K	cg19413366	6.04805225670838e-05	gene_body	Ancestry	Lung
0.000200207194568419	-0.320600147861645	NEFH	cg22234080	0.00196592342444267	gene_body	Ancestry	Lung
1.14487314115495e-06	-0.411591883047348	ASPG	cg10761315	2.13006660735934e-05	gene_body	Ancestry	Lung
6.2468703127761e-07	-0.420681965522002	HDDC2	cg22831313	1.33834463973718e-05	gene_body	Ancestry	Lung
0.00825759989810178	0.230755307875973	CYB5D1	cg21770157	0.0432453565033923	gene_body	Ancestry	Lung
5.11195051007937e-05	-0.34746970517504	IFITM5	cg09172362	0.00056471078291033	gene_body	Ancestry	Lung
0.00310144060817273	-0.257488365964032	LY6K	cg11630226	0.020116683577781	gene_body	Ancestry	Lung
2.40854450586639e-08	-0.465447325022719	ASPG	cg07150062	1.00167115626326e-06	gene_body	Ancestry	Lung
9.84636810347494e-11	0.528950922433789	CATSPER2	cg10011062	8.14590902859874e-09	gene_body	Ancestry	Lung
0.00132771639746953	-0.278623069287103	GYPC	cg00014112	0.0095785254388873	gene_body	Ancestry	Lung
2.81657678060701e-12	-0.563954638506148	USP6	cg03995300	6.63773261296386e-10	gene_body	Ancestry	Lung
0.000128335900905163	-0.32962730748457	SRR	cg04375931	0.00137474972636288	gene_body	Ancestry	Lung
6.60690659294613e-06	-0.383672962355372	GNLY	cg25066857	9.93847438555939e-05	gene_body	Ancestry	Lung
3.84953821148341e-06	-0.392550351020682	LY6K	cg14498475	6.04805225670838e-05	gene_body	Ancestry	Lung
3.20877130565158e-06	0.395485456080301	VIP	cg17553286	5.27581700719923e-05	gene_body	Ancestry	Lung
0.000189453456924323	-0.321736312796831	USP6	cg05364567	0.00191347991493566	gene_body	Ancestry	Lung
0.00626442007338792	0.238585203105255	SLC28A3	cg18999668	0.0357172983216553	gene_body	Ancestry	Lung
0.00597223534734259	0.239914664958469	CASP7	cg08245930	0.0351231702521551	gene_body	Ancestry	Lung
1.2287446717259e-10	-0.526630394769368	DPYSL4	cg02578540	8.68722482910213e-09	gene_body	Ancestry	Lung
1.00505728627579e-14	-0.612176513966012	ENPEP	cg08310176	7.10575501396981e-12	gene_body	Ancestry	Lung
0.0103402694940106	-0.503226037045823	ARL6IP4	cg21745287	0.037914321478039	promoter	Ancestry	Testis
4.64165712989098e-05	-0.721823763623915	PDCD6	cg18456349	0.000510582284288008	promoter	Ancestry	Testis
0.00118307118698176	-0.610777460652975	PDCD6	cg03803325	0.00650689152839969	promoter	Ancestry	Testis
0.000269037432276306	-0.667252362867261	EXT1	cg11586249	0.00645689837463134	gene_body	Ancestry	Testis
1.47714100369193e-08	-0.798957281499842	SLC39A4	cg23809082	4.4314230110758e-08	promoter	Ancestry	BreastMammaryTissue
0.00188466095436225	-0.513762608456444	DHX58	cg01274824	0.00188466095436225	promoter	Ancestry	BreastMammaryTissue
0.00145953251076142	-0.524263121503908	DHX58	cg01398856	0.00188466095436225	promoter	Ancestry	BreastMammaryTissue
0.00316608957725484	0.491375754920231	ATAD3A	cg17848002	0.00949826873176452	gene_body	Ancestry	BreastMammaryTissue
NA	NA	NA	NA	NA	NA	Sex	Ovary
NA	NA	NA	NA	NA	NA	Sex	Prostate
3.24237455052192e-09	0.622302128428	NLRP2	cg24307499	2.26966218536534e-08	gene_body	Sex	ColonTransverse
3.51869756602839e-05	-0.461350059487516	SPESP1	cg07775813	5.47352954715527e-05	gene_body	Sex	ColonTransverse
0.00027116298784288	-0.411400442761453	SPESP1	cg23698666	0.00029202167921541	gene_body	Sex	ColonTransverse
8.12313354779071e-05	-0.441814775933801	DDX43	cg06065891	9.47698913908916e-05	gene_body	Sex	ColonTransverse
5.82999140878017e-07	-0.542854081996497	DDX43	cg08124399	2.04049699307306e-06	gene_body	Sex	ColonTransverse
5.33536301056825e-05	-0.451778589731285	DDX43	cg16143502	6.7904620134505e-05	gene_body	Sex	ColonTransverse
3.89493441016242e-10	-0.649344140305663	DDX43	cg03669949	5.45290817422740e-09	gene_body	Sex	ColonTransverse
1.98138844880196e-05	-0.474103449941656	SPESP1	cg27236331	3.46742978540343e-05	gene_body	Sex	ColonTransverse
5.74804236327304e-09	-0.614524501158528	DDX43	cg14556503	2.68241976952742e-08	gene_body	Sex	ColonTransverse
1.28886397503526e-06	-0.528642516852622	SPESP1	cg14554415	3.60881913009872e-06	gene_body	Sex	ColonTransverse
2.58999255992744e-06	-0.515582381305855	DDX43	cg12045875	6.04331597316402e-06	gene_body	Sex	ColonTransverse
4.24373876155126e-05	-0.457077370711048	SPESP1	cg24750854	5.94123426617177e-05	gene_body	Sex	ColonTransverse
1.21859850239859e-05	-0.484515069020582	SPESP1	cg09886641	2.43719700479718e-05	gene_body	Sex	ColonTransverse
7.15826700225782e-05	-0.341068404532888	MIR4458HG	cg18269595	9.54435600301042e-05	promoter	Sex	Lung
0.000104136394589926	-0.333773841471066	MIR4458HG	cg18371052	0.000119013022388486	promoter	Sex	Lung
4.30144681402662e-05	-0.350698929796231	MIR4458HG	cg07327178	9.54435600301042e-05	promoter	Sex	Lung
1.4837690235957e-05	-0.369872752854068	MIR4458HG	cg05598727	9.54435600301042e-05	promoter	Sex	Lung
5.36972448910914e-05	-0.34654297228591	MIR4458HG	cg04828267	9.54435600301042e-05	promoter	Sex	Lung
2.45153517275667e-05	-0.360979856553096	MIR4458HG	cg24581226	9.54435600301042e-05	promoter	Sex	Lung
6.3992023389248e-05	-0.34321506358822	MIR4458HG	cg23522872	9.54435600301042e-05	promoter	Sex	Lung
0.000995525926745557	-0.285435101034728	MIR4458HG	cg17877220	0.000995525926745557	promoter	Sex	Lung
3.99798970585193e-11	-0.538216997701365	SPESP1	cg07775813	1.23477053272085e-10	gene_body	Sex	Lung
1.23490815469066e-05	-0.373059806868784	MMEL1	cg18932078	1.64654420625421e-05	gene_body	Sex	Lung
8.92703629088036e-10	-0.505033404650514	SPESP1	cg23698666	1.78540725817607e-09	gene_body	Sex	Lung
4.11590177573616e-11	-0.537922525177977	DDX43	cg16143502	1.23477053272085e-10	gene_body	Sex	Lung
2.09523974373813e-12	-0.566693007857872	SPESP1	cg27236331	1.25714384624288e-11	gene_body	Sex	Lung
5.31715211901753e-10	-0.510823787410881	SPESP1	cg14554415	1.27611650856421e-09	gene_body	Sex	Lung
0.00187032419892033	-0.27028744813981	EPHA1	cg18997129	0.0022443890387044	gene_body	Sex	Lung
4.33087888405642e-16	-0.635921442253315	DDX43	cg12045875	5.1970546608677e-15	gene_body	Sex	Lung
2.33337903852259e-09	-0.494001156465588	SPESP1	cg24750854	4.00007835175302e-09	gene_body	Sex	Lung
7.50428771035766e-08	-0.4505397795381	SPESP1	cg09886641	1.12564315655365e-07	gene_body	Sex	Lung
NA	NA	NA	NA	NA	NA	Sex	Testis
0.000125843979693369	0.355982768722428	EMILIN2	cg23405696	0.00789670972575887	promoter	Age	Ovary
0.0059362659448723	-0.259586212672114	TRIM59	cg11614451	0.0480646049084822	promoter	Age	Ovary
8.72445737223843e-05	-0.363689837174483	INPP5D	cg20416013	0.00729946266810615	promoter	Age	Ovary
0.00376742485690619	0.272823582300786	MESDC2	cg12158056	0.0378249455633382	promoter	Age	Ovary
0.000593659342339201	-0.320952238002652	IVNS1ABP	cg17297305	0.0135462268115581	promoter	Age	Ovary
2.03327994099831e-05	-0.392541649987403	INPP5D	cg22331159	0.00255176632595288	promoter	Age	Ovary
0.00127124604683314	0.302096606649795	FAM105A	cg16424138	0.0184203046046749	promoter	Age	Ovary
1.73314419798466e-06	-0.435932000767198	METTL18	cg15378869	0.00043501919369415	promoter	Age	Ovary
0.00477264121577466	0.266018869223969	EMILIN2	cg06856216	0.04278331946998	promoter	Age	Ovary
0.00170936964385741	-0.294415214989205	HIST1H2BK	cg16991515	0.0214525890304105	promoter	Age	Ovary
0.00452511532865373	-0.267566065254144	HIST1H4I	cg16991515	0.0420668128700773	promoter	Age	Ovary
0.000748530395721711	-0.315341080602691	FAM78A	cg09445448	0.0140709247008417	promoter	Age	Ovary
0.000558778589276605	-0.322400363726667	S1PR1	cg03050965	0.0135462268115581	promoter	Age	Ovary
0.00336976657674173	-0.275975134347843	CDH24	cg17315426	0.0352421421150905	promoter	Age	Ovary
0.000295657407071038	-0.337206836896658	CYGB	cg08289350	0.0110935904790117	promoter	Age	Ovary
0.00035358057303623	-0.333119818339482	PRCD	cg08289350	0.0110935904790117	promoter	Age	Ovary
0.000840891914392928	-0.312483251482934	PTMA	cg06155979	0.0140709247008417	promoter	Age	Ovary
0.0054842976664841	-0.261938824677594	PLBD2	cg13130783	0.0458852904762503	promoter	Age	Ovary
0.000802598806234253	-0.313631432528726	JPH4	cg25832796	0.0140709247008417	promoter	Age	Ovary
0.00231214618063109	0.286358861399269	ZNF212	cg11112729	0.0276356519684954	promoter	Age	Ovary
0.00266105525589189	-0.282529659300738	LAPTM4B	cg20541656	0.0290402117056028	promoter	Age	Ovary
0.00248913825735742	0.284355817422274	EMILIN2	cg13765206	0.0283988046634869	promoter	Age	Ovary
0.000458368107295159	0.327088093668726	N4BP3	cg00989249	0.012783377214565	promoter	Age	Ovary
0.00437915084185026	-0.268514249108611	STAG3	cg13210467	0.0420668128700773	promoter	Age	Ovary
0.000202990219825598	-0.345618324215005	BICD1	cg01321189	0.010190109035245	promoter	Age	Ovary
0.00151699948773448	-0.297537187219462	KIAA0355	cg10180367	0.0200403616537555	promoter	Age	Ovary
0.00132097801945876	-0.301112806938962	BTBD19	cg22741248	0.0184203046046749	promoter	Age	Ovary
0.000666317617488972	-0.31817088670903	TET3	cg04865018	0.0139371434991443	promoter	Age	Ovary
0.000327485917079851	-0.334878089431106	ID3	cg02978140	0.0110935904790117	promoter	Age	Ovary
0.00507487663738071	-0.264223992855758	ID3	cg24777046	0.0439239322752606	promoter	Age	Ovary
0.00123973582405474	-0.30273823614757	ETS1	cg19097880	0.0184203046046749	promoter	Age	Ovary
0.0034467980479793	-0.275339472923038	CYSLTR2	cg18036273	0.0224507656638652	enhancer	Age	Ovary
9.1998064992642e-07	-0.446184073162591	TTYH3	cg24538052	4.43430673264534e-05	enhancer	Age	Ovary
0.0121913101658936	-0.237191531192794	SORL1	cg19213407	0.047388802419038	enhancer	Age	Ovary
0.00229054476581115	-0.286612734244071	THAP4	cg11012584	0.016235920251779	enhancer	Age	Ovary
1.71166840769852e-08	-0.503979046291086	MEIS1	cg02551743	1.43987948628739e-06	enhancer	Age	Ovary
0.00559393817067741	-0.261352698645356	ETS1	cg27342759	0.0283033712625015	enhancer	Age	Ovary
0.0116732611772816	0.238598604429483	COL5A2	cg04396803	0.0462093679304298	enhancer	Age	Ovary
0.00405440602157371	-0.270729514461208	PALD1	cg08763434	0.0232645678856968	enhancer	Age	Ovary
0.00300412964474846	0.279182845917595	HIVEP3	cg24254842	0.0201240932705605	enhancer	Age	Ovary
8.24966998140935e-06	-0.409146334756458	PEAR1	cg02202721	0.000284024352217093	enhancer	Age	Ovary
0.00135240448926932	-0.300508365125645	FMNL3	cg07746475	0.0120714622931076	enhancer	Age	Ovary
0.00391556223487093	-0.271725464813844	SERPINF1	cg00777079	0.0230158658196072	enhancer	Age	Ovary
6.05276870351261e-08	-0.486784054837973	MEIS1	cg06833110	3.64679314386635e-06	enhancer	Age	Ovary
0.000779255706181341	-0.314356197369403	PREX1	cg25805675	0.00894288691379539	enhancer	Age	Ovary
0.00490184360143851	-0.265239517548483	PAG1	cg15269758	0.0262520957321485	enhancer	Age	Ovary
1.79238110326231e-08	-0.503368132670553	MEIS1	cg04751149	1.43987948628739e-06	enhancer	Age	Ovary
0.00102473033037086	0.307561001578736	EPB41L3	cg06763445	0.0102900004008074	enhancer	Age	Ovary
0.0019746042632483	-0.290596738219829	SH3BP2	cg24492202	0.0146997913795058	enhancer	Age	Ovary
0.0016283858770489	-0.295688537424051	ANTXR1	cg13748961	0.0126593869796382	enhancer	Age	Ovary
4.1407631399609e-05	-0.378791210220822	TNFAIP8L3	cg09660124	0.000982259642672534	enhancer	Age	Ovary
0.000573157450940416	-0.321793618449891	PDGFC	cg09972267	0.00727004977245475	enhancer	Age	Ovary
0.00385103397589727	-0.27219914532867	MAML2	cg16753007	0.0230158658196072	enhancer	Age	Ovary
1.65143896790314e-05	-0.396450009844114	MAML2	cg01093786	0.000497495989080821	enhancer	Age	Ovary
0.00653520398017766	-0.256702550297514	ETS1	cg15175838	0.0308820423377023	enhancer	Age	Ovary
0.00143988279971148	-0.29889074475476	CXXC5	cg16389705	0.0123080704549382	enhancer	Age	Ovary
0.00965129378364728	0.244673628715884	PIP4K2A	cg15183838	0.040102789687224	enhancer	Age	Ovary
0.00568233341306684	-0.260887543456548	MAML2	cg08141395	0.0283033712625015	enhancer	Age	Ovary
0.00113410475640523	-0.305003254175715	SH2D3C	cg09961187	0.0105122787036023	enhancer	Age	Ovary
0.000338869908159229	-0.334095693757844	CXXC5	cg14782372	0.0045370915481319	enhancer	Age	Ovary
0.00300608862132854	-0.279164744793049	SLC6A6	cg01341543	0.0201240932705605	enhancer	Age	Ovary
1.29548124812747e-08	-0.507647428991667	ADRA1A	cg01130727	1.43987948628739e-06	enhancer	Age	Ovary
0.00361427259867778	-0.274000336935784	TRPM3	cg03870581	0.0229220972705617	enhancer	Age	Ovary
0.00587206872666005	-0.259910460523964	FMNL3	cg20906710	0.0283033712625015	enhancer	Age	Ovary
0.00201283450424768	-0.290085181172133	NPAS3	cg05620169	0.0146997913795058	enhancer	Age	Ovary
0.00780896639972488	0.251276620325449	DSE	cg07821355	0.0348511278209944	enhancer	Age	Ovary
0.00931892667451968	-0.2457776013648	MAML2	cg21464258	0.040102789687224	enhancer	Age	Ovary
0.00775586372302019	-0.251486596345029	NUCB2	cg20322257	0.0348511278209944	enhancer	Age	Ovary
0.00575617570848527	0.260503877202363	SMAD3	cg05438378	0.0283033712625015	enhancer	Age	Ovary
0.00690444026722393	0.25503962658054	CASZ1	cg22849913	0.031999425084634	enhancer	Age	Ovary
0.000259553700232288	-0.34014699263959	BMP6	cg23623251	0.00390952760974883	enhancer	Age	Ovary
0.00111839421494258	0.305356431878688	HIVEP3	cg16400494	0.0105122787036023	enhancer	Age	Ovary
5.37551895629171e-05	0.373587413043896	MAML2	cg11200551	0.00107958339038858	enhancer	Age	Ovary
0.00505496683449723	0.264339256961669	SMAD7	cg18735660	0.0264836305894311	enhancer	Age	Ovary
0.000936816782444988	-0.309804417583388	ASAP1	cg16251054	0.010087004603087	enhancer	Age	Ovary
0.00153212495289687	-0.297279059719279	NCK2	cg13698574	0.0123080704549382	enhancer	Age	Ovary
0.00964133546318255	-0.244706216410673	CMYA5	cg25216516	0.040102789687224	enhancer	Age	Ovary
0.00149583223861645	-0.297902375468322	MAML2	cg26379531	0.0123080704549382	enhancer	Age	Ovary
0.000644161568510234	-0.318988258462104	GAB2	cg00326749	0.00776214690054832	enhancer	Age	Ovary
0.000239047629502892	-0.34199009612894	PRKG1	cg04717834	0.0038406985806798	enhancer	Age	Ovary
2.80662380468192e-05	-0.386385776259041	HS3ST3A1	cg01636575	0.000751551485475937	enhancer	Age	Ovary
0.00415128639159828	0.270052503671854	RNF43	cg16473184	0.0232665121017485	enhancer	Age	Ovary
0.000321194992285728	0.335321284181457	DCN	cg00534769	0.0045370915481319	enhancer	Age	Ovary
0.000217278889138485	0.344114198563755	SH3GL2	cg06816437	0.00374030087731249	enhancer	Age	Ovary
0.00467599188195559	-0.266614267946766	PDP1	cg03140929	0.025611682807984	enhancer	Age	Ovary
6.29551713598858e-05	0.370393734356235	MECOM	cg14358026	0.0011670920229025	enhancer	Age	Ovary
4.48334276738501e-05	-0.377215550983992	BCL6B	cg00566505	0.000982259642672534	enhancer	Age	Ovary
0.00991105789762967	-0.243833843527226	F3	cg27576900	0.0404841517513347	enhancer	Age	Ovary
0.0116961470695279	-0.238535301932231	SIRPA	cg22619104	0.0462093679304298	enhancer	Age	Ovary
0.00375470707663441	-0.27291965146016	PXDN	cg23277693	0.0230158658196072	enhancer	Age	Ovary
0.00810528031440698	0.250127595733531	HHEX	cg02384792	0.0355158646504015	enhancer	Age	Ovary
6.02497366882046e-06	-0.414729089477815	COLCA2	cg13598880	0.000242003109030955	enhancer	Age	Ovary
0.000962660190336108	-0.309125643976395	WNT5B	cg09953526	0.010087004603087	enhancer	Age	Ovary
0.00321198506556765	-0.277318952844854	TCF7L1	cg17484733	0.0249065220087166	gene_body	Age	Ovary
0.00118692834974437	-0.303847607621612	SLC24A3	cg27057797	0.0138624273300333	gene_body	Age	Ovary
0.000101740450357046	0.360479819911141	TBX18	cg07590529	0.00277841200460346	gene_body	Age	Ovary
0.000744771230924829	0.315464109701332	CACNA1D	cg00336149	0.0102194683726198	gene_body	Age	Ovary
0.00436758271779805	-0.268590598169084	TET3	cg23259119	0.0303407242292529	gene_body	Age	Ovary
0.00450663822513772	0.267684568509845	CPEB1	cg09904539	0.0307677470002969	gene_body	Age	Ovary
0.000595281667587658	0.32088680320994	HTRA1	cg03974204	0.00877331791039906	gene_body	Age	Ovary
0.00802927250583652	0.250418750467573	CDH22	cg26827328	0.0458207328448239	gene_body	Age	Ovary
0.0061776601064287	-0.25839422074669	EDIL3	cg12460433	0.0373916589395678	gene_body	Age	Ovary
0.00684744812002312	0.255291077630759	NHSL1	cg21730858	0.0404637220299969	gene_body	Age	Ovary
0.0087842749762941	-0.247628396022811	ANGPT2	cg20490392	0.0482615344111779	gene_body	Age	Ovary
0.000580770560304933	-0.321478005067705	MCF2L	cg07883124	0.00876821894704277	gene_body	Age	Ovary
0.000903016533517225	0.310718473098542	ANO2	cg09949420	0.0115648393292516	gene_body	Age	Ovary
0.000333824655623205	-0.334439402600264	ARHGAP27	cg24477401	0.00607757240678718	gene_body	Age	Ovary
0.000425178717496352	-0.328847476954054	NOL4L	cg24484138	0.00731071183695116	gene_body	Age	Ovary
0.00103732946322654	0.30725400537493	DYSF	cg06875255	0.0126206900641302	gene_body	Age	Ovary
0.00178513563283723	0.293272539129374	MAML3	cg25795984	0.01708761273288	gene_body	Age	Ovary
0.00131295523189367	0.30126920892927	CDH22	cg17412248	0.0147698159909382	gene_body	Age	Ovary
0.00260074636727818	-0.283157838250239	BMPR1B	cg09392211	0.0214648266846026	gene_body	Age	Ovary
0.000216130904552714	-0.344231606660898	ANGPT2	cg00159682	0.00461327689372861	gene_body	Age	Ovary
0.001495166466083	-0.297913937697013	CLMP	cg25527732	0.015775705269978	gene_body	Age	Ovary
2.49999468809165e-08	-0.498920477732472	MEIS1	cg13169081	5.15832237309577e-06	gene_body	Age	Ovary
0.00106021952073468	0.306704860002781	SCARF1	cg09268718	0.0126206900641302	gene_body	Age	Ovary
0.00804551493518476	-0.250356328569146	RNLS	cg02977388	0.0458207328448239	gene_body	Age	Ovary
0.00130559783836043	-0.301413405597155	SCNN1A	cg12510724	0.0147698159909382	gene_body	Age	Ovary
0.0034587278938203	-0.27524217083091	CEP83	cg04835652	0.0260544701103932	gene_body	Age	Ovary
0.00124967754584823	-0.302534209051885	SLC24A3	cg18203961	0.0144767276333754	gene_body	Age	Ovary
0.00531224127722198	0.262879992332352	ZNF521	cg20532908	0.0336683687774785	gene_body	Age	Ovary
0.000127967830100552	-0.35562593138148	CDK19	cg01725626	0.00325529123968116	gene_body	Age	Ovary
0.00228585729467534	0.286668109660091	DYSF	cg12743068	0.0201553083587353	gene_body	Age	Ovary
0.000667353763354365	0.318133274742667	KNDC1	cg10217713	0.00960679022131051	gene_body	Age	Ovary
0.00312789670478384	-0.278059548458224	ERG	cg04163967	0.0244054797511915	gene_body	Age	Ovary
0.00283039301734514	-0.280832040792025	ATP10A	cg16651441	0.0228322698801129	gene_body	Age	Ovary
0.000962912366124385	-0.309119102998999	PIEZO1	cg02823132	0.0122474538622807	gene_body	Age	Ovary
0.00711733276359465	0.254116314699202	PLEKHG5	cg06804846	0.0415625375534442	gene_body	Age	Ovary
2.65090043516769e-06	-0.428860422239703	MEIS1	cg06374595	0.000182323041040978	gene_body	Age	Ovary
0.00407736904955171	-0.270567747514615	STARD3	cg19586165	0.0288900786752179	gene_body	Age	Ovary
0.00255670595171677	-0.283624915883464	MCM9	cg05051393	0.0212346535956534	gene_body	Age	Ovary
0.000174046711890048	-0.348992256231666	CTPS1	cg03217477	0.00390942468707499	gene_body	Age	Ovary
0.00397202072153303	-0.271316722131831	LINC00574	cg16298927	0.0287005543964469	gene_body	Age	Ovary
0.0044217630523361	-0.268234556895579	PHF19	cg03486961	0.0304563783413602	gene_body	Age	Ovary
0.00468551580563635	-0.266555111291927	MAML2	cg25301649	0.03141156263923	gene_body	Age	Ovary
4.35679494739779e-05	-0.377784043489264	MEIS1	cg06811077	0.00161626197988815	gene_body	Age	Ovary
0.00256142294314829	0.283574543656089	CD300LG	cg14635828	0.0212346535956534	gene_body	Age	Ovary
0.00204371825133418	-0.289678308019993	MCM7	cg07461273	0.0186038470231744	gene_body	Age	Ovary
0.00323234884442688	-0.277142224950262	APP	cg22454516	0.0249065220087166	gene_body	Age	Ovary
0.00027159941965659	-0.339126167753755	HIF3A	cg27146050	0.00530905391897144	gene_body	Age	Ovary
0.000880516476109612	0.311344436146113	PODNL1	cg11802027	0.0113549937231635	gene_body	Age	Ovary
0.0012551174738683	-0.302423193932465	RALGAPA2	cg18537687	0.0144767276333754	gene_body	Age	Ovary
6.8395552253369e-05	-0.368704732874536	ASAP1	cg16154713	0.00212276510819613	gene_body	Age	Ovary
0.000235085272843428	0.342363025162371	FGFR2	cg01133113	0.00496083354170733	gene_body	Age	Ovary
1.29680528779144e-05	0.400931287613938	MAGI1	cg16999482	0.000587357907177735	gene_body	Age	Ovary
0.00232494544703498	-0.28620944557186	PDGFC	cg02104009	0.0202695948128824	gene_body	Age	Ovary
7.21161668501201e-05	-0.367620398537857	MEIS1	cg21306540	0.00219540527607661	gene_body	Age	Ovary
0.00863120520266946	0.248176542202481	PARVB	cg19961409	0.0477411837598195	gene_body	Age	Ovary
0.00218808316920278	0.287847198488352	CDH22	cg01059768	0.0195355536053199	gene_body	Age	Ovary
2.10744372259135e-05	0.391863483257047	GAB2	cg25414537	0.000869671776189363	gene_body	Age	Ovary
1.65380070947838e-06	-0.436702126831625	MTSS1	cg04152478	0.00012796282989589	gene_body	Age	Ovary
0.00239457425555624	-0.285409395956441	MAPK4	cg16025068	0.0203978183145318	gene_body	Age	Ovary
0.00473032820681302	0.266278197380079	WNK4	cg05614735	0.0315979117987474	gene_body	Age	Ovary
1.00612389309394e-07	-0.479590151167984	MEIS1	cg14775296	1.33455147819675e-05	gene_body	Age	Ovary
0.00370158163896849	0.273324137457791	BMP6	cg14453740	0.027385805193484	gene_body	Age	Ovary
0.00855278307280932	-0.248460700958693	SPINT2	cg17344048	0.0475524495994219	gene_body	Age	Ovary
0.00739791540969595	-0.252936079840719	PDE4D	cg00322656	0.0430656078865372	gene_body	Age	Ovary
0.00869743030664865	-0.247938345677	NOTCH2	cg10435981	0.0479261960814438	gene_body	Age	Ovary
0.000263286554121153	0.339826046025578	NUP214	cg15886577	0.00530905391897144	gene_body	Age	Ovary
0.00166715257371836	-0.295072001889292	GRIP2	cg11554328	0.0168339779937474	gene_body	Age	Ovary
0.000100004105185947	-0.360840998910429	MEIS1	cg02405598	0.00277841200460346	gene_body	Age	Ovary
0.0028726611303225	-0.28042259240856	CMIP	cg18026567	0.0229475237662511	gene_body	Age	Ovary
0.000100321536625042	-0.360774535870849	MTSS1	cg09822636	0.00277841200460346	gene_body	Age	Ovary
